post_title,post_parent,ID,post_content,post_excerpt,post_status,sku,parent_sku,children,virtual,stock,regular_price,weight,length,width,height,upsell_ids,crosssell_ids,product_url,images,product_page_url,attribute:Adhesive-width,attribute_data:Adhesive-width,attribute_default:Adhesive-width,attribute:Coating,attribute_data:Coating,attribute_default:Coating,attribute:Coating:,attribute_data:Coating:,attribute_default:Coating:,attribute:Color,attribute_data:Color,attribute_default:Color,attribute:Diameter,attribute_data:Diameter,attribute_default:Diameter,attribute:Diameter/Thickness,attribute_data:Diameter/Thickness,attribute_default:Diameter/Thickness,attribute:Die-diameter,attribute_data:Die-diameter,attribute_default:Die-diameter,attribute:Dimension(L*W*H),attribute_data:Dimension(L*W*H),attribute_default:Dimension(L*W*H),"attribute:External dimensions","attribute_data:External dimensions","attribute_default:External dimensions",attribute:Length,attribute_data:Length,attribute_default:Length,attribute:Material,attribute_data:Material,attribute_default:Material,attribute:Metal-thickness,attribute_data:Metal-thickness,attribute_default:Metal-thickness,"attribute:Mould size","attribute_data:Mould size","attribute_default:Mould size",attribute:Name,attribute_data:Name,attribute_default:Name,"attribute:Other containers","attribute_data:Other containers","attribute_default:Other containers","attribute:PP Pore Size (Average Diameter)","attribute_data:PP Pore Size (Average Diameter)","attribute_default:PP Pore Size (Average Diameter)",attribute:Size,attribute_data:Size,attribute_default:Size,"attribute:Stainless Steel Type","attribute_data:Stainless Steel Type","attribute_default:Stainless Steel Type",attribute:Tab-height,attribute_data:Tab-height,attribute_default:Tab-height,attribute:Tab-width,attribute_data:Tab-width,attribute_default:Tab-width,attribute:Thickness,attribute_data:Thickness,attribute_default:Thickness,attribute:Type,attribute_data:Type,attribute_default:Type,attribute:Width,attribute_data:Width,attribute_default:Width,attribute:pa_thickness,attribute_data:pa_thickness,attribute_default:pa_thickness,attribute:pa_width,attribute_data:pa_width,attribute_default:pa_width
"18650 Cylinder Cell Case With Anti-Explosive Cap And Insulation O-Ring",,5385,"<h2 class=""product-name"" data-hook=""product-title"">18650 Cylinder Cell Case With Anti-Explosive Cap And Insulation O-Ring</h2>
<section class=""description"" data-hook=""product-page-description"">
<div class=""description-wrapper"">
<div class=""content-wrapper"" data-hook=""product-page-description-content-wrapper"">
<p><strong>SPECIFICATIONS:</strong></p>
<ul>
<li>Cap : Cap with Built-in PTC Thermistor</li>
<li>Dimensions  (Diameter x Height) :</li>
</ul>
<ul>
<li>
<ul>
<li>Case: 18 mm(OD) x 17.5 mm(ID) x 67 mm(H)</li>
<li>Top Cap: 17.5 mm(D) x 4.05 mm(H)</li>
<li>Top Insulator: 12.5 mm(D) x 0.19 mm(H)</li>
<li>Bottom Insulator: 12.5 mm(D) x 0.19 mm(H)</li>
</ul>
</li>
<li>Materials :
<ul>
<li>Case and cap are made of Nickel plated A3 steel</li>
<li>Seal O-ring and spacer are made of nylon</li>
</ul>
</li>
<li>Weight : 9.50 g/pcs</li>
</ul>
<p>Please note that the safety valve’s open pressure is 2.5 MPa (the cap valve will open to release interior high pressure, if  it is over 2.5 MPa, to ensure that the can does not explode)</p>
</div>
</div>
</section>
",,publish,18650F,,,no,,,,,,,,,,"https://cam-energy.com/wp-content/uploads/2020/05/b841a8_a1686496e093449780e52354c74808b0mv2.png ! alt :  ! title : b841a8_a1686496e093449780e52354c74808b0~mv2 ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2020/05/b841a8_0d01d03d14674b81a143f73d3dab0c52_mv2.png ! alt :  ! title : b841a8_0d01d03d14674b81a143f73d3dab0c52_mv2 ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2020/05/b841a8_a1686496e093449780e52354c74808b0_mv2.png ! alt :  ! title : b841a8_a1686496e093449780e52354c74808b0_mv2 ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2020/05/b841a8_a1686496e093449780e52354c74808b0_mv2-1.png ! alt :  ! title : b841a8_a1686496e093449780e52354c74808b0_mv2 ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2020/05/newcell.png ! alt :  ! title : newcell ! desc :  ! caption : ",https://cam-energy.com/product/18650-cylinder-cell-case-with-anti-explosive-cap-and-insulation-o-ring-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aluminium Laminated Film For Pouch Cell Case",,5390,"<h2 class=""product-name"" data-hook=""product-title"">Aluminium Laminated Film For Pouch Cell Case</h2>
<section class=""description"" data-hook=""product-page-description"">
<div class=""description-wrapper"">
<div class=""content-wrapper"" aria-live=""assertive"" data-hook=""product-page-description-content-wrapper"">

DNP (Japan) Aluminium laminated film for using as the casing material for polymer Lithium-ion batteries.

<u><strong>SPECIFICATION:</strong></u>
<ul>
 	<li>Dimensions (Width x Length) :   400 mm x 12.5 m</li>
 	<li>Surface Quality : Matt finish</li>
 	<li>Pinholes: Subject to the applicable aluminium foil standard</li>
 	<li>Impurity : 1 mm or less in diameter</li>
 	<li>Layers from outside (shiny) to inside (matt):
<ul>
 	<li>Polyamide (JIS Z1714)</li>
 	<li>Adhesive (Polyester-polyurethane)</li>
 	<li>Aluminum foil (JIS A8079, A8021)</li>
 	<li>Adhesive (Urethane-free Adhesive)</li>
 	<li>Polypropylene</li>
</ul>
</li>
</ul>
</div>
</div>
</section>",,publish,,,,no,,185,,,,,,,,"https://cam-energy.com/wp-content/uploads/2020/05/b841a8_e9a5a2ecdb6549c6acac33a6b6c3e14dmv2.jpg ! alt :  ! title : b841a8_e9a5a2ecdb6549c6acac33a6b6c3e14d~mv2 ! desc :  ! caption : ",https://cam-energy.com/product/aluminium-laminated-film-for-pouch-cell-case/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75um | 88um | 113um | 153um",0|1|0,,,,,,,,,,,,,
"High purity Silver foil",,5392,"<div class=""product-details"" data-hook=""product-details"">
<h2 class=""product-name"" data-hook=""product-title"">High purity Silver foil</h2>
<section class=""description"" data-hook=""product-page-description"">
<div class=""description-wrapper"">
<div class=""content-wrapper"" aria-live=""assertive"" data-hook=""product-page-description-content-wrapper"">

<strong><u>SPECIFICATION:</u></strong>

&nbsp;
<ul>
 	<li>Thickness : 0.1 mm (can be customised)</li>
 	<li>Width : 100 mm (can be customised to 5~200mm)</li>
 	<li>Purity : &gt; 99%</li>
</ul>
</div>
</div>
</section></div>",,publish,,,,no,,,,,,,,,,"https://cam-energy.com/wp-content/uploads/2018/04/High-purity-Silver-foil.jpg ! alt :  ! title : High-purity-Silver-foil ! desc :  ! caption : ",https://cam-energy.com/product/high-purity-silver-foil/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Precision Disc Cutter",,5394,"<h2 class=""product-name"" data-hook=""product-title"">Precision Disc Cutter</h2>
<section class=""description"" data-hook=""product-page-description"">
<div class=""description-wrapper"">
<div class=""content-wrapper"" aria-live=""assertive"" data-hook=""product-page-description-content-wrapper"">
<ul>
 	<li>209mm (L) x 120mm (W) x 394mm (H)</li>
 	<li>Compact size which can be put into glovebox through airlock chamber</li>
</ul>
If you are going to make CR2016, CR2025 or/and CR2032 coin cell batteries, you will need at least three cutting dies:
<ul>
 	<li>16mm (for negative side case, which is 16.5mm in diameter)</li>
 	<li>19mm (for positive side case, which is 20mm in diameter)</li>
 	<li>20 mm (for the separator to fully separate the electrodes in both negative and positive cases)</li>
</ul>
For CR2450 coin cells, a 20mm cutting die can be used for cutting electrode discs and the 24mm cutting die can be used for cutting either electrode discs or separator discs (the 24mm cutting die can be purchased as an optional die)

Separator discs must be large enough to fully separate the positive and negative electrodes to avoid short-circuit inside the coin cells

</div>
</div>
</section>","<strong>Precision Disc Cutter with Standard 16, 19, 20 Dia. Cutting Dies</strong>

This is a compact disc cutter with quality sliding rail with ball bearing for precision cutting. It can be easily placed into a glove box with a transition chamber diameter larger than 230mm. This tool is manually operated and is designed for cutting round discs from thin metal sheet/foil (&lt; 0.5 mm) or separator film (&lt;30um).  The resulting discs can be used as electrode/separator discs of split test cell and coin cell for battery research.",publish,,,,no,,2150,,,,,,,,"https://cam-energy.com/wp-content/uploads/2020/05/b841a8_495e9edcd8dc427fb84b506f402f0c50_mv2-1.jpg ! alt :  ! title : b841a8_495e9edcd8dc427fb84b506f402f0c50_mv2 ! desc :  ! caption : ",https://cam-energy.com/product/precision-disc-cutter-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Styrene-Butadiene Rubber (SBR) Binder",,5606,"&nbsp;

<u><span style=""color: #000000; font-family: Arial;"">Specifications: </span></u>
<ul>
 	<li><strong>Appearance</strong>: Milky white liquid with light blue gloss</li>
 	<li><strong>Solid content:</strong> 48-49%</li>
 	<li><strong>Styrene:</strong> 23-25%</li>
 	<li><strong>Butadeine:</strong> 70-72%</li>
 	<li><strong>Carboxyl:</strong> 5%</li>
 	<li><strong>PH:</strong> 4.5-6.5</li>
 	<li><strong>Viscosity:</strong> (NJD-5S,25 degrees Centigrade) 20-250 mPa</li>
 	<li><strong>Storage temperature:</strong> 0-38 <span style=""color: #333333; font-family: 'Times New Roman',serif;"">℃</span></li>
 	<li><strong>Solubility:</strong> Water soluble</li>
 	<li>Emulsion Form</li>
</ul>
<img src=""http://img.wezhan.cn/content/sitefiles/50965/images/8057779_Unlock-SBR产品介绍-3.jpeg"" alt=""NIPPON A&amp;L 锂电池粘合剂（水性）SBR SN-307R-友洽（上海）国际贸易有限公司官网"" />","SBR is a water based binder which is mainly used to prepare anode electrode for Lithium-ion batteries. Such binder is characterized by strong adhesion and high ageing-retardant.",publish,SBR-SN-307R,,,no,,140,,,,,,,,"https://cam-energy.com/wp-content/uploads/2020/04/SBR.jpg ! alt :  ! title : SBR ! desc :  ! caption : ",https://cam-energy.com/product/styrene-butadiene-rubber-sbr-binder/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mini Coin Cell Crimper CR-03",,5618,"Compact coin cell crimper
<ul>
 	<li><strong>Purely  Manual</strong>
Human power only, no electricity or compressed air required.</li>
 	<li> <strong>Hydraulic Actuation</strong>
Huge press force(5 Tons) and smooth compress process makes the crimping work easily and
with a perfectly crimped curve.</li>
 	<li><strong>Quick Mold Switching</strong>
Crimping mold is just put on platform freely without any fastener, making it very simple to
load and unload the mold. Even different sizes of cells can be crimped quickly just changing their respective molds.</li>
 	<li><strong>Very Small Size</strong>
Whole device is compact and small, ideal for space tight glove box operation.</li>
</ul>
<strong>OPERATION</strong>
Each mold includes 2 parts, the core and the cavity, as shown in the figures. Firstly we put the cell elements into the cavity mold, then add on the core to finish the preparation. This combination is then put onto the platform, and the hydraulic jack levered slightly till the mold touches the upper plate. You will feel a resistance here because the cell’s case is going to be crimped inside the mold. Continue crimping until it can’t be squeezed any more, release the jack, take out the mold and open it, you will find a crimped coin cell.

<strong>SPECIFICATION</strong>
<ul>
 	<li>Dimension 155W x 110D x 195H mm</li>
 	<li>Weight: 8Kg</li>
 	<li>Press force: 5 Tons</li>
 	<li>Material
<ul>
 	<li>Frame: Stainless Steel (SUS 304)</li>
 	<li>Bottle Jack: Carbon Steel, paint finish</li>
 	<li>Mold: Carbon Steel For Mold (SKD11)</li>
</ul>
</li>
</ul>
&nbsp;

[video width=""640"" height=""480"" mp4=""https://cam-energy.com/wp-content/uploads/2020/05/cr02_crimper_usage.mp4""][/video]

&nbsp;","CR-03 is an innovative hydraulic crimping device for coin cells and button cells. The high force hydraulic jack results in light handling for the operator.

The key advantage of this design is its small size and the free mold which makes is easier to use than any other tool. The crimping mold is not fixed on the press with any fastener, it is simply taken out and placed which makes it incredibly simple to remove and replace the die, as well as easier to load the coin cell onto the die.",publish,CR-02,,,no,,1625,,,,,,,,"https://cam-energy.com/wp-content/uploads/2020/05/WhatsApp-Image-2021-02-06-at-14.32.32.jpeg ! alt :  ! title : Mini Crimper CR-03 ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2020/05/mini-crimper-diagram.png ! alt :  ! title : mini crimper diagram ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2020/05/WhatsApp-Image-2021-02-06-at-14.47.53.jpeg ! alt :  ! title : MiniCrimper die ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2020/05/Mini-crimper-die.jpeg ! alt :  ! title : Mini crimper die ! desc :  ! caption : ",https://cam-energy.com/product/mini-coin-cell-crimper/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Two terminal coin cell testing board",,5622,,,publish,,,,no,,180,,,,,,,,"https://cam-energy.com/wp-content/uploads/2020/05/2-terminal-coin-cell-testing-board.jpg ! alt :  ! title : 2 terminal coin cell testing board ! desc :  ! caption : ",https://cam-energy.com/product/2-terminal-coin-cell-testing-board/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"800w Digital Ultrasonic Welder",,5624,"<span style=""color: #333333; line-height: 150%; font-family: 'Georgia',serif; font-size: 14pt;"">Desk-top 800w ultrasonic metal welder with touch-screen digital controller, 40KHz</span><span style=""color: #333333; font-family: 'Georgia',serif;""> CES 800w.</span>

CE certified ultrasonic metal welder with colour touch-screen controller. Designed for welding stacked electrode sheets (copper and Aluminium) and tabs onto current collectors to prepare Li-ion pouch cells in R&amp;D laboratories.

<u>Specification: </u>
<ul>
 	<li>Adjustable Welding time, delay time and welding layers.</li>
 	<li>Pre-set welding programmes selectable for AL and Cu (welding power can be readjusted to fit the needs for welding other types of metal including Au, Fe, Ni, Ag.</li>
 	<li>Up to four combinations can be stored in the Al or Cu welding programmes.</li>
 	<li>Amp meter provides instant monitoring of the welding current.</li>
</ul>
&nbsp;

Nickel and Aluminum Tabs can be welded onto different types of current collecting substrates (Aluminum or Copper) when making battery electrodes.

The 800D-UW standard version ultrasonic welder can't be used in the Ar gas condition because electric arc occurs during the process. Use N2 gas if needed. A modified version is available on request which is suitable for AR gas operation. Please get in touch should that be necessary.","CE certified digital ultrasonic metal welder with colour touch-screen controller. Designed for welding stacked electrode sheets (copper and Aluminium) and tabs onto current collectors to prepare Li-ion pouch cells in R&amp;D laboratories.",publish,CES-800D-UW,,,no,,13800,,,,,,,,"https://cam-energy.com/wp-content/uploads/2020/05/800w-Digital-Ultrasonic-Welder.png ! alt :  ! title : 800w Digital Ultrasonic Welder ! desc :  ! caption : ",https://cam-energy.com/product/800w-digital-ultrasonic-welder/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K303 Multicoater",,6229,"<h2 class=""product-name"" data-hook=""product-title"">Table-top Automatic Electrode Paste Coater</h2>
<section class=""description"" data-hook=""product-page-description"">
<div class=""description-wrapper"">
<div class=""content-wrapper"" aria-live=""assertive"" data-hook=""product-page-description-content-wrapper"">

<strong>Main Features:</strong>
<ul>
 	<li><strong>Easily repeatable samples</strong></li>
 	<li><strong>Interchangeable heads</strong></li>
 	<li><strong>Multiple coatings simultaneously for comparison</strong></li>
 	<li><strong>Maximum coating area 350 x 440mm (meter bar coating head)</strong></li>
 	<li><strong>Coating speed 1 - 39m/min</strong></li>
</ul>
</div>
</div>
</section><img class=""alignnone size-medium wp-image-6230"" src=""https://cam-energy.com/wp-content/uploads/2021/02/Coater-257x300.png"" alt="""" width=""257"" height=""300"" />

&nbsp;

&nbsp;","This instrument enables accurate and reproducible prints and coatings to be made using a wide range of products, and many different substrates. The different heads detailed are fully and
easily interchangeable, providing Gravure and Flexo Printing and Meter Bar coating, giving exceptionally accurate surface coatings and laminations. The smallest differences in products can be
detected by applying multiple samples adjacent to each other.",publish,K303,,,no,,3700,,,,,,,,"https://cam-energy.com/wp-content/uploads/2021/02/K303-COATER.png ! alt :  ! title : K303 COATER ! desc :  ! caption : ",https://cam-energy.com/product/k303-multicoater/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ceramic coated separator",,6253,,,draft,,,,no,,,,,,,,,,,https://cam-energy.com/?post_type=product&p=6253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Temperature Coin cell case set - 100 pcs pack",,6254,"Please note this item is the case only and you will need to add spacer and spring separately if you need them.","2032 Coin cell case set, in which the traditional PP gasket is substituted to allow for higher temperature operation, up to 150ºC.

Suitable for research where higher temperatures are required, such as solid state electrolytes.

Pack of 100 pcs of top and bottom case.",publish,2032-HT,,,no,,195,,,,,,,,"https://cam-energy.com/wp-content/uploads/2021/03/20201007_155051-scaled.jpg ! alt :  ! title : High temperature coin cells ! desc :  ! caption : ",https://cam-energy.com/product/high-temperature-coin-cell-set-100-pcs-pack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manual disc puncher",,6285,"Magnetic head allows for easy replacement of cutting disc to different diameters.

[video width=""368"" height=""640"" mp4=""https://cam-energy.com/wp-content/uploads/2021/03/2a3520a9432eca9c32c5e631f7481c95.mp4""][/video]

&nbsp;

&nbsp;","Manual, convenient disc cutter tool. Alternative to disc punchers.",publish,CES-MCT-01,,,no,,220,,,,,,6290,,"https://cam-energy.com/wp-content/uploads/2021/03/Manual-disc-cutter2.png ! alt :  ! title : Manual disc cutter2 ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2021/03/Manual-disc-cutter3.png ! alt :  ! title : Manual disc cutter3 ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2021/03/Manual-disc-cutter.png ! alt :  ! title : Manual disc cutter ! desc :  ! caption : ",https://cam-energy.com/product/manual-disc-puncher/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cutting disc for Manual disc cutter",,6290,,,publish,CES-MCT-CD,,,no,,20,,,,,,6285,,"https://cam-energy.com/wp-content/uploads/2021/03/Manual-disc-cutter3.png ! alt :  ! title : Manual disc cutter3 ! desc :  ! caption : ",https://cam-energy.com/product/cutting-disc-for-manual-disc-cutter/,,,,,,,,,,,,,"15 | 16 | 18 | 19 | 20",0|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coin cell spacers - Aluminium",,6408,"Aluminium Coin cell spacers
","Aluminium coin cell spacers
0.5mm
50 pack",publish,AL-SPACER-05,,,no,,25,,,,,,,,"https://cam-energy.com/wp-content/uploads/2021/03/coin_cell_battery_spacer.png ! alt :  ! title : coin_cell_battery_spacer ! desc :  ! caption : ",https://cam-energy.com/product/coin-cell-spacers-aluminium/,,,,,,,,,,,,,,,,"15.8mm x 0.5mm | 15.8mm x 1.0mm",1|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aluminium clad Coin cell case",,6414,"2032 coin cell cases clad with aluminium.
","Aluminium clad coin cell case

50 pack",publish,2032-AL-CLAD,,,no,,125,,,,,,,,"https://cam-energy.com/wp-content/uploads/2021/03/Al-Clad.jpg ! alt :  ! title : Al Clad coin cells ! desc :  ! caption : ",https://cam-energy.com/product/aluminium-clad-coin-cell-case/,,,,,,,,,,,,,,,,"15.8mm x 0.5mm | 15.8mm x 1.0mm",1|1|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hohsen coin cell PP gasket",,6418,,"Pack of 1000 pcs",draft,HOHSEN-PP,,,no,,990,,,,,,,,,https://cam-energy.com/?post_type=product&p=6418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hohsen 2032 coin cell 316LSS Full set (case, spacer, wave spring, PP gasket)",,6424,,"Pack of 1000 pcs",draft,HOHSEN-PP-1,,,no,,,,,,,,,,,https://cam-energy.com/?post_type=product&p=6424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hohsen coin cell wave spring",,6429,,"Pack of 1000 pcs",draft,HOHSEN-WS-1,,,no,,550,,,,,,,,,https://cam-energy.com/?post_type=product&p=6429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.5mm | 1.0mm",0|1|1,,,,,,,,,,,,,
"Hohsen coin cell Case",,6432,,"Pack of 1000 pcs",draft,HOHSEN-2032-CASE,,,no,,740,,,,,,,,,https://cam-energy.com/?post_type=product&p=6432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.5mm | 1.0mm",0|1|1,,,,,,,,,,,,,
"Hohsen coin cell Cap",,6435,,"Pack of 1000 pcs",draft,HOHSEN-2032-CAP,,,no,,780,,,,,,,,,https://cam-energy.com/?post_type=product&p=6435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.5mm | 1.0mm",0|1|1,,,,,,,,,,,,,
"Desktop Semi-Automatic Grooving Machine for Cylindrical Cells",,6477,"<ul>
 	<li>Customized die for other cylindrical cell types is available upon request</li>
 	<li>Once the open end is grooved, seal the cap of the cylindrical case by using the CES-500 crimping tool.</li>
 	<li>Cylindrical cases are available of a wide variety of sizes</li>
</ul>
[embed]https://youtu.be/MaURgQbsgbM[/embed]","CES-GM-02 a semi-auto grooving machine. It is used for grooving various cylindrical cases including CR123,18650 26650, 32650 and AA. Various holding dies available based on customer request.",publish,CES-GM-02,,,no,,3500,,,,,,,,"https://cam-energy.com/wp-content/uploads/2021/04/Cylindrical-cell-grooving.jpg ! alt :  ! title : Cylindrical cell grooving ! desc :  ! caption : ",https://cam-energy.com/product/desktop-semi-automatic-grooving-machine-for-cylindrical-cells/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CR123 | 18650 | 26650 | 32650 | Other-custom",0|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Planetary Centrifugal Mixer SK-300SII",,6487,"<div class=""cf"">
<div class=""lBox"">
<h3><img class=""alignnone wp-image-6496"" src=""https://cam-energy.com/wp-content/uploads/2021/04/mode-300x75.png"" alt="""" width=""656"" height=""164"" /></h3>
<h3><img class=""alignleft"" src=""https://www.kakuhunter.com/en/common/img/products/entry-kakuhunter/09.jpg"" alt="""" width=""199"" height=""199"" />Mode setting according to the application</h3>
<div class=""imgArea"">
<div>

SK-300SII, the new Medium mode has been added to the existing ""mixing mode/degassing mode"".Easy operation is maintained, it offers a wider range of applications and a selection of modes suited for the material.

</div>
</div>
</div>
</div>
&nbsp;

&nbsp;
<div class=""cf"">
<div class=""lBox"">
<div class=""imgArea"">
<div>

<hr />

</div>
<div class=""cf"">
<div class=""rBox"">
<p class=""tac""><img class=""alignright"" src=""https://www.kakuhunter.com/en/common/img/products/entry-kakuhunter/02.jpg"" alt="""" /></p>

<h3>Equipped with a balance navigation function</h3>
The balance can be adjusted easily for the unbalance detection and balance navigation functions.</div>
</div>
&nbsp;
<hr />

<h3>Compatible with 300 ml containers/max. 310 g</h3>
<div class=""imgArea"">
<div>

Despite its compact size, this model can be used to process 300 ml containers weighing a maximum of 310 g (gross weight)!!

<hr />

</div>
</div>
</div>
</div>
<div class=""cf"">
<div class=""rBox"">
<div class=""imgR""><img class=""alignright"" src=""https://www.kakuhunter.com/en/common/img/products/entry-kakuhunter/10.jpg"" alt="""" /></div>
<h3>Designed with a full range of safety functions</h3>
<div class=""imgArea"">
<div>

This unit is designed with such considerations for safety as top lid lock, operation lock during while the lid is open and a malfunction prevention mechanism. In addition, the unbalance error detection and a full range of functions for warning and notifying of motor problems or maintenance set alarm with peace of mind.
&nbsp;
&nbsp;
</div>
</div>
</div>
</div>
</div>

<div>

<hr />

</div>
<div class=""cf"">
<div class=""cf"">
<div class=""rBox"">
<div></div>
</div>
</div>
<div class=""cf"">
<div class=""lBox"">
<h3>Unique mechanisms to the SK-300SII</h3>
<p class=""mb15""><strong>■ Medium mode</strong>
Due to the lower ratio of rotation speed makes mixing heat sustained, so even heat sensitive materials can be used.</p>
<strong>■ Wave mode</strong>
The speeds of revolution and rotation makes up and down(fast and slow) like wave motion, which results in more enhanced and efficient mixing and dispersing.

</div>
</div>
</div>","Lab version mixing and degassing machine which enables easy operation with fixed rotation speed ratio against revolution speed.

Planetary mixers are ideal for getting the most homogeneous slurries in the hardest conditions and provide very quick mixing compared to traditional methods, typically in a few minutes. For more on this method see <a href=""https://www.kakuhunter.com/en/about/separate-control-system.html"">here</a>.

The process is fully scalable and different versions of the machine go up to 20kg batches.
<p class=""cups"">300ml/310g × 1 cup</p>
<img class=""alignleft"" src=""https://www.kakuhunter.com/en/common/img/products/ico_300.jpg"" alt=""300ml × 1 cup"" />

<img class=""alignnone"" src=""https://www.kakuhunter.com/en/common/img/products/ico_fixing.jpg"" alt="""" />",publish,SK-300SII,,,no,,,,,,,,,,"https://cam-energy.com/wp-content/uploads/2021/04/pimg_300sii_s.png ! alt :  ! title : pimg_300sii_s ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2021/04/Kkauhunter_SK-300S2_picture2.png ! alt :  ! title : Kakuhunter_SK-300S2_picture2 ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2021/04/Kkauhunter_SK-300S2_picture3.png ! alt :  ! title : Kkauhunter_SK-300S2_picture3 ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2021/04/Kkauhunter_SK-300S2_picture5.png ! alt :  ! title : Kkauhunter_SK-300S2_picture5 ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2021/04/Kakuhunter_adapters_picture.png ! alt :  ! title : Kakuhunter_adapters_picture ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2021/04/Kakuhunter_containers_picture.png ! alt :  ! title : Kakuhunter_containers_picture ! desc :  ! caption :  | https://cam-energy.com/wp-content/uploads/2021/04/Kakuhunter_Revolution_Rotation.png ! alt :  ! title : Kakuhunter_Revolution_Rotation ! desc :  ! caption : ",https://cam-energy.com/product/planetary-centrifugal-mixer-sk-300sii/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
